弹幕,重复次数
为什么记者提问说的是处理水，不直接说污染水，字幕又写是污染水，欺负听不懂?,7.0
为什么不是全球国家，而是周边国家,7.0
为啥满头大汗呢？很热吗?,7.0
可怜 全人类的悲剧,7.0
使徒,7.0
主日大使怕什么，吃的肯定不是真货,7.0
ALPS在理论设计层面确实能做到预想的程度，但问题是……,7.0
主动收藏分享点赞的视频,7.0
主义核素不等于元素周期表里面的元素,7.0
可别日本政府了,7.0
保护地球 保护海洋！！！保护地球 保护海洋！！！保护地球 保护海洋！！！保护地球 保护海洋！！！保护地球 保护海洋！！,7.0
可别再喊了，顶屁用,7.0
保护。 说了真话后会不会被消失啊？,7.0
保护世界！！保护海洋！！！,7.0
保护了东电,7.0
为什么这个2B能笑的这么开心啊，想揍他,7.0
保护地球 保护海洋 保护我们的地球加油 我们只有一个家园,7.0
可不是嘛 还有四个方案呢,7.0
可不可以理解成米多了加水浓度自然降低,7.0
保护海洋！反对日本核污水继续排海！,7.0
丧尽天良的小日子,7.0
fk USA,7.0
保护海洋刻不容缓,7.0
保护海洋就是保护我们自己,7.0
保护海洋！保护地球！保护海洋！保护地球！保护海洋！保护地球！保护海洋！保护地球！保护海洋！保护地球！,7.0
只包括放射性元素，不要毒性是吧，那你排到海里面的不知道有多少毒呢,7.0
只会打嘴炮,7.0
严重怀疑直接换成了饮用水,7.0
保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋,7.0
保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！,7.0
mLm,7.0
两者的处理方式也是高下立判,7.0
两百多万年…………,7.0
两个月处理了千分之二  就算是处理成《饮用水》 那其它的呢？,7.0
md，鬼子是真畜生!,7.0
filter绷不住了,7.0
丧心病狂怎么不去死,7.0
只要美国不倒，大概率会一直排，排到最后就是说是中国排的,7.0
只能装不懂，装作自己不知道。,7.0
只要条件是完美的结果就是完美的（,7.0
cs日本,7.0
保护家园啊！,7.0
只要不检测它是坏的，就永远是好的是吧,7.0
只能说研究人员过于实在了，没想到会选最便宜的方案……,7.0
为了一家东电，牺牲了多少人的利益啊？！日本还想进联合国常任理事国！,7.0
中韩友谊靠日本,7.0
丧心病狂的日本鬼,7.0
保护海洋 保护地球,7.0
保护海洋 好想哭 我们能做什么,7.0
保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!保护海洋!保护地球!,7.0
保护海洋不再被污染,7.0
只是换了个名字,7.0
保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护,7.0
原设计在25M高悬崖上的，结果一切再切低于15M，谁想海啸正好15M，呵呵,7.0
原来色差也能用来证明污染大啊,7.0
先斩后奏,7.0
出生啊日本,7.0
一定有人看，地球是全世界的,7.0
凭什么相信劣迹斑斑公司的话,7.0
凭日本的这点劳动力怕后几个还真搞不了,7.0
剧毒物质极少也会致命吧……这解释说不通啊,7.0
前面都说了监管体系有问题，这个人还拿浓度当挡箭牌,7.0
出生东西,7.0
出生登场,7.0
《氨醛》,7.0
出生！,7.0
《破旧的小木屋》,7.0
分摊罪名吗,7.0
《科学》《技术》,7.0
一周了么，好快，还是没能中断它们,7.0
切尔诺贝利一开始就是7级,7.0
几乎都是在强调无放射性，丝毫不提对生物有毒性的元素，有也是仅仅说浓度低,7.0
几乎检测不到不代表就不存在啊！活性低的很难检测,7.0
前面的是九漏鱼吗，这个人就是说排海是不合理的呀,7.0
一目了然,7.0
一边支持一边减少进口日本海产品,7.0
一语道破,7.0
《很满意》《安全的》,7.0
《很满意》《符合标准》,7.0
一言堂,7.0
《我们认为》,7.0
《据我了解》,7.0
一定要吃得又饱又撑,7.0
一次行动胜于千百句空话，生死大事宜早不宜迟,7.0
动画注释：吸附材料、钴（同位素）,7.0
动保环保组织的快阻止一下啊。,7.0
一无良知二无智慧,7.0
加海水稀释排入海洋和直接排有区别啊 掩耳盗铃罢了 ,7.0
几个莎必，全是祸害人类的方法,7.0
切尔诺贝利就是固化深埋处理,7.0
切尔诺贝利是用了多少生命才挽回的,7.0
原来有人看,7.0
别急，以后跌更多,7.0
别尬黑，海藻生命力比你还顽强,7.0
别忘了富集效应，最终还是会到人体的,7.0
《高见》,7.0
到哪里苦的都是老百姓……,7.0
《饮用水》,7.0
别，不要听牠怎么说，要看牠怎么做。支持，那美国放开限制，多采购日本海产品呗,7.0
《过滤》《稀释》,7.0
别品尝海鲜了，这边建议直接来杯福岛核污染水比较实在,7.0
《过滤》,7.0
《符合标准》,7.0
别放屁了,7.0
别结巴啊，你自己说的话你自己信吗,7.0
《足够低了》,7.0
《足够低》,7.0
一丘之貉,7.0
一个个的都在说保护海洋就没有人说一下日本吗？,7.0
一公斤约174人民币,7.0
一个弹丸国家，一个电力公司都敢乱来，悲哀,7.0
刚开始就没达标的,7.0
一人每天18公斤海鲜很难吗？,7.0
《科学》《独立》的东电,7.0
前苏联,7.0
一个级别,7.0
一个核弹能解决的事情，搞这么复杂,7.0
《科学》《私密马赛》,7.0
别变异祸害人就行,7.0
制裁日本,7.0
初生,7.0
初生日本,7.0
初生登场,7.0
《稀释》,7.0
到足够低的水平但还是不符合标准,7.0
决定排海就成了世界的罪人,7.0
再这说有个锤子用！！！,7.0
《很少一部分》,7.0
不是从费用角度的判断吗……,7.0
原来你也知道,7.0
光说，小日子是听不进去的,7.0
不是比饮用水干净吗？？颜色怎么深了,7.0
《人类补完计划》,7.0
不是基于成本吗,7.0
不是啊，最早不是说蒸发排放最安全么？,7.0
不是下跌，现在送我都不要。。谁敢吃,7.0
光说有毛用，直接威胁军事制止,7.0
不是一个核弹才算核战，这种带着明确目的也是,7.0
不是 ，即答,7.0
免费送给我都不要,7.0
不承诺放弃武力,7.0
不懂就问：这些核污染会跟着水循环进入陆地吗？,7.0
《从科学技术的角度出发》《独立的判断》,7.0
原来你们知道啊,7.0
《书面承诺》,7.0
《布·林肯》,7.0
不是都达到饮用水的标准了 为什么不给自己人吃呢,7.0
原来是你们认为的？不是测得的啊，牛逼啊，一贯的自以为是自说自话,7.0
光动嘴皮子能阻止排放吗？,7.0
光是过滤用的滤芯就已经不知道多久没换了,7.0
不止日本，我连国产的海产品都不敢碰了,7.0
原来政府也知道啊,7.0
《不会因民众的想法而改变》,7.0
不是达标了才排放的，是因为时间被迫放的，,7.0
光说有屁用，打啊,7.0
不是说一百多吨吗,7.0
光警告有个屁用啊，干啊,7.0
不是现在才开始排，早在10年前就漏了,7.0
不是没翻吧，是日语语序有点灵活，按照中文的语序的话嘴型说话长度这些都是对不上的。,7.0
原来你是原罪之一,7.0
原来你想到了啊,7.0
《你们认为》,7.0
不愿承受代价,7.0
不愧是自由记者，敢说而且一语道破,7.0
《国家》,7.0
全部都有多少吨？？？,7.0
不会就只有这2000吨是达标的吧？,7.0
不会G但会变异,7.0
半衰期啊，减少到一半需要这么多年,7.0
半句不提那几个毒性大的,7.0
六七年就讨论出这么个结果？？吃干饭的啊,7.0
关键字：成本,7.0
历史给的答案，也是令人痛心的答案,7.0
其实基建用辐射水泥就可以了,7.0
三十年？,7.0
再地震的话怎么办呢,7.0
《尽量》,7.0
《尽量获得》,7.0
包括各种同位素,7.0
不会忘记 不可能忘记,7.0
卧槽尼玛的，鬼子,7.0
全程看完,7.0
不会忘记的,7.0
不出三个月热度就会下降,7.0
全球啊！,7.0
全人类的悲剧,7.0
不存在的,7.0
不对，应该说是世界罪人，所有生命的罪人,7.0
不就该拿来用，多好啊,7.0
历史会给出最后的答案,7.0
全世界的罪人,7.0
不应该选危害最小的吗,7.0
《充分处理》,7.0
《元素周期表》,7.0
不愧是美国，恶心至极！,7.0
历史永远不会忘记,7.0
主要内容总结,7.0
保护海洋保护海洋保护海洋保护海洋保护海洋！！！,7.0
《请》,7.0
你嘛撕了,7.0
和岛谈承诺是不是有点天真,7.0
台风岂不是会加速把污染代入中国,7.0
325,7.0
人家说很小一部分都是出于严谨的，正常运行的痕量泄露你可以当成0,7.0
右翼分子一意孤行,7.0
今天骂谁，请灵道指挥小粉砸开骂,7.0
众所周知，日本发明了最先进的核污染水处理技术，世界应该向日本学习 ,7.0
人本政府,7.0
众所周知，日本发明了最先进的核污水处理技术，   世界应该向日本学习,7.0
30年？？,7.0
人渣,7.0
会,7.0
你居然不点赞？,7.0
咋断断续续的呢？,7.0
人算不如天算,7.0
你又在说些什么玩意？!,7.0
17年关现在什么事哪？,7.0
你别说话了!,7.0
你信日本的诺言不如信我是秦始皇,7.0
你们这些老东西，都快入土了，就不管地球以后长久的发展了呗,7.0
你们自己心里清楚,7.0
你们自己信吗,7.0
你们是不是对公开有什么误解,7.0
吃呗 吃死拉倒 ,7.0
台风君加油把废水灌回去,7.0
你态度都不明确，你处理啥了？,7.0
你以为他们是不知道？就是装傻而已,7.0
可能是怕隐瞒的统计数据被暴露,7.0
五级托到七级  天才,7.0
4级硬生生拖到7级的日本,7.0
49分？,7.0
亡羊补牢,7.0
他们感到非常满意，也是正常的毕竟美国作为曾经经常使用核弹的国家或大海里丢弃核废料什么的也不是特别罕见了爸爸见儿子做出跟自己一模一样的选择而且还做得特别好，你觉得他会怎么想？,7.0
1000+？？？,7.0
他们 摆拍,7.0
可能700亿处理舆论比处理水更便宜多了,7.0
100倍，哈哈哈哈哈哈哈,7.0
人不要脸注定完蛋,7.0
你放屁，你敢喝么？,7.0
49分51秒的视频，我竟然看完了,7.0
人类败类,7.0
任何地方都有好人和坏人,7.0
11,7.0
哈保护地球保护海洋！！！！,7.0
任何地方都有好人坏人，但日本绝大部分都是坏人,7.0
你指望一个想掩盖罪行的罪犯让别人放心？,7.0
4000同时观看,7.0
111,7.0
4000人在吗,7.0
可能有更多惊喜。。,7.0
从原理上就很困难,7.0
品尝就是笑话，这些都可以作假,7.0
你们先收拾尹锡悦这混蛋！,7.0
仅仅是日本政府和东电公司决定的吗？,7.0
五十分钟？,7.0
人类群星落日之时,7.0
估计他们抗辐射药都有了,7.0
后续隐形成本呢,7.0
但是溶质的总量不变了。,7.0
人行道不是还有位置吗？开上去。,7.0
后面海鲜价格会上涨，毕竟只有新鲜人工养殖提供，谁都不会去冒风险去吃海里的,7.0
但是日本宁可用700亿日元去消除核污染水排海的影响,7.0
人类灾难的开始,7.0
但是对人类对地球造成的伤害却是无穷无尽的,7.0
但是不管怎么稀释，核污染料的总量不会变啊,7.0
人类罪人啊，哎,7.0
但排海的公关费就花了700亿,7.0
但我感觉这么说的话，机器确实很有效，但是能处理的完吗？,7.0
但用700亿压舆论，大若智,7.0
呃,7.0
呆胶布,7.0
但凡东电愿意拼一下，堆芯也不至于烧成那样,7.0
20分钟前的，热热能吃,7.0
但其实花费是最多的，隐形成本是那笔帐的十几倍多。,7.0
但他们身体很诚实，已经禁止日本好多产品进口了,7.0
但仍然是米,7.0
2023.0827,7.0
但不是都会进水里,7.0
但...没人在乎他们,7.0
人类要自我毁灭吗  这些人咋那么蠢啊,7.0
但是背地里却减少贸易金额,7.0
后续成本可不止这个数,7.0
你也知道啊，王八犊子!,7.0
合着除了有辐射的还有有毒的,7.0
会打击很多产业链条，作孽呀。,7.0
3000+来,7.0
吃死拉倒,7.0
什么孤勇者,7.0
你也知道啊,7.0
你个死扑街，量小，排30年，你说没事？,7.0
你一张口就是小丑,7.0
什么叫“失去冷却”？话都读不通吗？央视做视频能不能用点心啊！应该是“停止冷却”吧！,7.0
人类历史上最大的核电事故,7.0
作为记者英语肯定是必须的，然后作为驻日记者日语肯定也是要熟练的,7.0
人类叛徒,7.0
传统技能经常撒谎。谁还记得日本有企业产品不合格谎报的先例,7.0
伤心太平洋,7.0
何止鱼类，已经威胁到全人类了,7.0
同位素,7.0
人间悲苦，政客谈笑,7.0
呵呵，这只会让更多人知道日本的失误和愚蠢,7.0
人类挥向地球的刀刃，总有一天会刺回人类本身。,7.0
住手吧,7.0
同样是人怎么会差距这么大,7.0
2.5？,7.0
伤心,7.0
伤心吗，还会可持续排放呢,7.0
但这个滤芯已经TM两年没换了,7.0
你最是,7.0
你所说的听取多方意见，包括你们自己的民众和国际社会的声音吗？,7.0
66666,7.0
也就只能嘴上说说了,7.0
他要是同意了，他就对不起他名字中的任何一个词,7.0
5度的啤酒低不低，你喝一瓶和喝10瓶有区别不，何况这是不知多少瓶的量,7.0
之前凤凰卫视也采访过这位老人，地震里失去了弟弟和屋子，家人也只能出去打零工，真的很可怜,7.0
他有好多痣阿,7.0
他们自己都不敢喝，,7.0
可是60多年都不退休吗,7.0
他们有良知吗？,7.0
也是最简单的处理的一种！,7.0
你能拿它怎么办呢？,7.0
他们把科学当初政治的工具，也就站在了崇尚科学者的对立面,7.0
你美国人等着遭报应吧,7.0
你继续编，信了你的邪,7.0
他配钥匙配吗,7.0
你满意你自己喝了吧,7.0
他们觉得成本重于社会影响是吧？,7.0
也没人敢换吧,7.0
6，多吃点,7.0
可恨可悲，未能制止！,7.0
-*+,7.0
71岁还要做这体力活？,7.0
他和我们语法不一样。,7.0
